order_id,customer_id,store_id,order_date,order_status,shipping_amount,discount_total,payment_status,_ingested_at,_source_file,rejection_reason_code,quarantined_at
50035,4206,1,2022-12-24,Completed,0.0,1299.49,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50036,8294,1,2025-07-30,Completed,0.0,1510.36,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50037,8251,18,2023-04-10,Completed,0.0,348.24,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50038,5303,13,2025-04-14,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50039,5849,17,2024-07-04,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50040,9491,10,2025-03-26,Shipped,0.0,6113.26,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50041,10541,1,2022-05-10,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50042,10533,1,2026-05-06,Completed,0.0,312.84,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50043,9214,1,2024-08-14,Processing,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50044,7192,1,2024-03-24,Completed,0.0,422.28,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50045,5064,1,2026-02-23,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50046,10121,15,2025-11-21,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50047,2471,31,2022-04-04,Shipped,0.0,1974.44,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50048,8147,1,2025-04-19,Processing,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50049,2110,1,2023-10-22,Shipped,0.0,147.45,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50050,10580,1,2024-11-25,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50051,6408,1,2025-10-18,Completed,0.0,138.65,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50052,6217,37,2025-09-16,Completed,0.0,1475.01,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50053,3856,18,2022-11-02,Completed,0.0,544.6,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50054,5958,32,2023-07-21,Completed,0.0,469.53,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50055,4296,47,2026-01-13,Returned,0.0,0.0,Refunded,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50056,5967,1,2022-11-11,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50057,5521,22,2023-08-30,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50058,10923,1,2025-07-30,Completed,0.0,693.18,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50059,3823,20,2025-01-03,Completed,0.0,2679.45,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50060,10988,1,2023-01-06,Returned,0.0,0.0,Refunded,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50061,6247,37,2023-03-21,Shipped,0.0,76.28,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50062,9603,46,2025-09-29,Completed,0.0,4177.08,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50063,9227,46,2023-09-09,Completed,0.0,128.47,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50064,2818,1,2023-04-10,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50065,3529,11,2026-01-03,Completed,0.0,539.72,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50066,9068,36,2026-05-01,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50067,5405,39,2022-10-25,Shipped,0.0,1380.35,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50068,7256,12,2024-01-15,Returned,0.0,0.0,Refunded,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50069,6197,10,2023-04-25,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50070,4021,1,2026-01-21,Cancelled,0.0,170.03,Cancelled,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50071,7223,33,2025-06-07,Completed,0.0,956.56,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50072,3620,1,2022-09-30,Shipped,0.0,181.53,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50073,1891,1,2026-01-28,Completed,0.0,1461.39,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50074,5976,40,2023-06-18,Completed,0.0,244.28,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50075,9442,1,2022-02-07,Shipped,0.0,3437.3,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50076,1300,50,2023-02-06,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50077,7049,1,2022-08-04,Processing,99.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50078,7049,35,2022-03-01,Shipped,0.0,96.62,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50079,2775,33,2025-01-13,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50080,3907,24,2022-09-30,Processing,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50081,10422,39,2024-03-22,Completed,0.0,1812.39,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50082,4220,44,2026-04-23,Completed,0.0,95.99,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50083,7438,11,2024-08-15,Completed,0.0,54.61,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50084,2053,1,2023-12-20,Completed,99.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50085,6477,42,2023-04-14,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50086,9244,1,2023-04-05,Completed,0.0,346.46,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50087,7101,1,2025-11-08,Completed,0.0,2710.77,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50088,,16,2024-05-05,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_NULL_CUSTOMER_KEY,2026-09-02 23:28:07.259845+05:30
50089,5935,47,2026-02-05,Completed,0.0,9651.12,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50090,7998,28,2026-03-30,Returned,0.0,0.0,Refunded,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50091,9909,44,2022-06-24,Shipped,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50092,2916,50,2024-11-27,Processing,0.0,71.97,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50093,9848,12,2026-03-06,Completed,0.0,5287.09,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50094,6735,30,2023-08-04,Shipped,0.0,521.63,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50095,6109,1,2024-03-13,Completed,99.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50096,7160,1,2024-08-25,Completed,0.0,536.15,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50097,1477,20,2022-12-29,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50098,6179,35,2035-12-31,Shipped,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_FUTURE_ORDER_DATE,2026-09-02 23:28:07.259845+05:30
50099,3793,29,2026-03-29,Processing,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50100,5721,1,2024-09-24,Completed,0.0,2424.07,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50101,5348,1,2022-04-06,Completed,99.0,10.31,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50102,8889,44,2024-03-24,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50103,2598,12,2025-05-07,Shipped,0.0,87.48,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50104,4492,12,2025-10-29,Completed,0.0,377.4,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50105,5761,36,2022-05-20,Completed,0.0,4836.59,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50106,6739,1,2024-11-16,Completed,0.0,753.8,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50107,8567,3,2022-12-24,Completed,0.0,2250.34,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50108,6258,1,2022-12-24,Completed,0.0,1266.47,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50109,3765,3,2023-08-08,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50110,3172,1,2026-05-20,Completed,0.0,47.89,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50111,3966,6,2024-09-15,Completed,0.0,5387.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50112,4419,10,2022-10-06,Completed,0.0,1018.35,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50113,6933,4,2022-02-09,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50114,10350,1,2022-09-17,Completed,0.0,169.87,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50115,5917,41,2024-11-12,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50116,9830,1,2022-03-10,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50117,2318,8,2024-05-14,Cancelled,0.0,1842.65,Cancelled,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50118,2252,32,2023-05-29,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50119,8969,2,2023-11-18,Completed,0.0,345.09,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50120,9381,38,2024-05-22,Shipped,0.0,2508.2,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50121,8298,1,2023-09-13,Shipped,0.0,857.19,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50122,6292,1,2024-08-02,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50123,6602,31,2025-02-04,Shipped,0.0,1410.45,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50124,3731,39,2025-12-16,Completed,0.0,4255.91,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50125,3464,11,2022-04-15,Cancelled,0.0,0.0,Cancelled,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50126,5176,5,2022-07-28,Completed,0.0,1320.47,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50127,8944,1,2025-11-23,Processing,0.0,652.83,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50128,2457,1,2023-05-25,Completed,99.0,219.68,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50129,9220,36,2025-07-14,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50130,5239,13,2024-07-07,Cancelled,0.0,308.25,Cancelled,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50131,8644,17,2024-11-06,Shipped,0.0,1169.88,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50132,8967,34,2023-12-09,Completed,0.0,2663.41,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50133,4299,3,2024-07-23,Completed,0.0,20.61,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50134,2905,3,2023-08-15,Completed,0.0,583.49,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50135,5812,1,2022-02-10,Completed,99.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50136,6300,1,2025-01-26,Shipped,0.0,91.27,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50137,1489,38,2025-07-29,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50138,7691,27,2024-12-17,Completed,0.0,4134.16,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50139,8296,15,2022-03-07,Completed,0.0,632.1,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50140,6830,25,2022-02-04,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50141,10701,29,2023-12-14,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50142,10378,4,2023-07-11,Completed,0.0,414.06,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50143,6912,26,2025-04-18,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50144,4356,13,2025-09-26,Completed,0.0,106.11,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50145,3314,47,2022-07-23,Shipped,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50146,3364,1,2022-05-04,Completed,0.0,474.61,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50147,7288,36,2023-01-10,Completed,0.0,64.62,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50148,2551,10,2022-02-06,Completed,0.0,2184.28,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50149,1151,38,2023-05-30,Completed,0.0,10691.28,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50150,10201,23,2025-03-25,Completed,0.0,0.0,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50151,1653,1,2023-02-05,Completed,0.0,584.11,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50152,3583,10,2026-02-03,Completed,0.0,1358.02,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50153,4412,1,2023-03-08,Completed,0.0,2669.73,Success,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
50154,9688,1,2025-05-18,Returned,0.0,0.0,Refunded,2026-09-02 23:22:46.270186,orders.csv,ERR_DUPLICATE_ORDER,2026-09-02 23:28:07.259845+05:30
