order_item_id,order_id,product_id,quantity,unit_price,discount,line_total
100306,50166,596,1,1919.15,95.96,1823.19
100307,50166,547,1,817.17,40.86,776.31
100308,50166,502,1,15084.04,1508.4,13575.64
100309,50167,532,1,820.25,0.0,820.25
100310,50167,727,1,11354.29,0.0,11354.29
100311,50168,539,1,1082.58,0.0,1082.58
100312,50168,597,10,535.83,0.0,5358.3
100313,50169,719,1,15471.04,0.0,15471.04
100314,50170,534,1,46679.73,7001.96,39677.77
100315,50170,532,1,820.25,82.03,738.22
100316,50170,533,1,10801.02,540.05,10260.97
100317,50171,686,1,4182.59,209.13,3973.46
100318,50171,534,1,46679.73,0.0,46679.73
100319,50172,598,1,579.36,86.9,492.46
100320,50172,617,1,1324.53,132.45,1192.08
100321,50172,588,4,490.64,0.0,1962.56
100322,50172,522,3,39986.91,0.0,119960.73
100323,50172,681,1,5353.16,267.66,5085.5
100324,50173,577,1,795.1,0.0,795.1
100325,50174,742,1,31236.95,0.0,31236.95
100326,50175,756,1,372.34,55.85,316.49
100327,50176,666,2,4195.88,419.59,7972.17
100328,50177,658,2,711.18,0.0,1422.36
100329,50178,675,2,16586.98,3317.4,29856.56
100330,50178,692,1,7325.8,1465.16,5860.64
100331,50179,620,3,607.15,273.22,1548.23
100332,50180,670,2,2118.7,635.61,3601.79
100333,50181,628,1,6761.04,1014.16,5746.88
100334,50181,751,1,25845.26,3876.79,21968.47
100335,50182,637,1,3516.12,0.0,3516.12
100336,50183,743,2,892.31,0.0,1784.62
100337,50183,627,3,348.17,0.0,1044.51
100338,50183,615,1,24337.83,0.0,24337.83
100339,50184,597,2,535.83,53.58,1018.08
100340,50184,562,1,1170.27,117.03,1053.24
100341,50184,652,1,13563.11,1356.31,12206.8
100342,50185,513,1,1399.58,69.98,1329.6
100343,50186,581,1,2900.19,290.02,2610.17
100344,50187,584,1,1377.03,0.0,1377.03
100345,50188,693,1,1213.14,60.66,1152.48
100346,50189,645,1,3816.62,381.66,3434.96
100347,50190,535,1,2114.96,0.0,2114.96
100348,50191,712,1,12089.2,0.0,12089.2
100349,50192,781,2,508.19,0.0,1016.38
100350,50192,546,1,12181.16,1827.17,10353.99
100351,50193,616,1,594.6,0.0,594.6
100352,50194,703,1,2609.04,260.9,2348.14
100353,50195,519,1,849.44,0.0,849.44
100354,50196,704,1,1165.72,174.86,990.86
100355,50196,609,2,3589.04,0.0,7178.08
100356,50196,578,1,6521.84,0.0,6521.84
100357,50197,634,1,5262.27,263.11,4999.16
100358,50198,605,1,1048.97,104.9,944.07
100359,50198,595,2,2237.17,671.15,3803.19
100360,50198,558,1,9344.26,0.0,9344.26
100361,50199,685,2,9687.25,0.0,19374.5
100362,50199,738,3,4031.99,1209.6,10886.37
100363,50199,528,1,951.12,0.0,951.12
100364,50200,699,2,713.36,0.0,1426.72
100365,50200,668,-3,1156.71,0.0,0.01
100366,50200,735,1,1557.67,311.53,1246.14
100367,50200,701,3,11805.02,0.0,35415.06
100368,50201,641,1,3333.39,166.67,3166.72
100369,50201,501,5,45292.52,0.0,226462.6
100370,50201,656,1,9107.06,455.35,8651.71
100371,50202,518,3,49561.42,0.0,148684.26
100372,50203,516,3,14192.65,6386.69,36191.26
100373,50204,512,2,1219.3,0.0,2438.6
100374,50205,755,1,923.61,0.0,923.61
100375,50206,644,1,36167.51,0.0,36167.51
100376,50206,645,2,3816.62,1526.65,6106.59
100377,50206,999999,1,1732.13,86.61,1645.52
100378,50207,619,0,577.92,0.0,577.92
100379,50207,525,1,4003.31,400.33,3602.98
100380,50208,665,1,2533.05,0.0,2533.05
100381,50208,678,1,37877.29,7575.46,30301.83
100382,50209,722,1,53128.36,0.0,53128.36
100383,50210,585,1,29624.84,4443.73,25181.11
100384,50210,522,5,39986.91,0.0,199934.55
100385,50211,606,1,290.06,0.0,290.06
100386,50211,703,1,2609.04,0.0,2609.04
100387,50212,585,2,29624.84,5924.97,53324.71
100388,50212,617,1,1324.53,0.0,1324.53
100389,50213,709,2,5677.52,2271.01,9084.03
100390,50214,501,3,45292.52,27175.51,108702.05
100391,50215,708,1,10297.58,0.0,10297.58
100392,50216,607,1,10316.31,1031.63,9284.68
100393,50217,707,1,626.29,0.0,626.29
100394,50218,522,1,39986.91,0.0,39986.91
100395,50218,752,2,14566.93,2913.39,26220.47
100396,50218,517,1,12096.53,0.0,12096.53
100397,50218,756,1,372.34,18.62,353.72
100398,50219,520,5,1736.99,868.5,7816.45
100399,50220,549,2,13993.54,0.0,27987.08
100400,50220,733,5,1597.66,0.0,7988.3
100401,50220,695,1,24310.04,2431.0,21879.04
100402,50221,515,1,1144.81,0.0,1144.81
100403,50221,760,1,11301.08,565.05,10736.03
100404,50222,765,1,37606.92,0.0,37606.92
100405,50222,752,3,14566.93,0.0,43700.79
100406,50223,747,1,805.8,0.0,805.8
100407,50224,615,1,24337.83,1216.89,23120.94
100408,50225,585,1,29624.84,1481.24,28143.6
100409,50226,689,1,11449.91,0.0,11449.91
100410,50226,779,1,9166.85,0.0,9166.85
100411,50227,625,3,54397.72,24478.97,138714.19
100412,50228,780,1,3012.88,0.0,3012.88
100413,50229,604,1,5835.32,0.0,5835.32
100414,50230,637,1,3516.12,0.0,3516.12
100415,50231,744,1,6141.59,0.0,6141.59
100416,50232,566,3,8272.67,0.0,24818.01
100417,50233,712,3,12089.2,0.0,36267.6
100418,50234,703,2,2609.04,782.71,4435.37
100419,50234,515,1,1144.81,57.24,1087.57
100420,50234,599,3,2796.57,419.49,7970.22
100421,50235,581,1,2900.19,0.0,2900.19
100422,50235,624,2,391.05,0.0,782.1
100423,50236,521,1,3815.32,0.0,3815.32
100424,50237,668,3,1156.71,0.0,3470.13
100425,50237,658,1,711.18,71.12,640.06
100426,50238,794,1,482.29,0.0,482.29
100427,50238,571,1,11994.11,0.0,11994.11
100428,50239,648,1,1203.65,0.0,1203.65
100429,50240,672,1,9227.41,0.0,9227.41
100430,50241,572,2,1098.59,0.0,2197.18
100431,50241,652,1,13563.11,0.0,13563.11
100432,50241,598,2,579.36,0.0,1158.72
100433,50242,673,1,1038.9,51.95,986.95
100434,50243,776,1,1371.98,68.6,1303.38
100435,50243,675,1,16586.98,3317.4,13269.58
100436,50244,782,1,9360.71,0.0,9360.71
100437,50245,699,1,713.36,0.0,713.36
100438,50246,556,1,3671.69,0.0,3671.69
100439,50247,531,1,10687.35,2137.47,8549.88
100440,50247,506,2,1305.17,0.0,2610.34
100441,50248,682,1,707.75,0.0,707.75
100442,50248,622,1,2792.75,279.28,2513.47
100443,50248,578,3,6521.84,0.0,19565.52
100444,50248,512,2,1219.3,487.72,1950.88
100445,50249,627,3,348.17,0.0,1044.51
100446,50250,658,1,711.18,71.12,640.06
100447,50251,577,2,795.1,0.0,1590.2
100448,50252,752,1,14566.93,0.0,14566.93
100449,50252,724,1,2567.59,0.0,2567.59
100450,50252,769,1,1383.36,0.0,1383.36
100451,50253,707,1,626.29,0.0,626.29
100452,50254,513,2,1399.58,0.0,2799.16
100453,50254,789,2,2799.8,0.0,5599.6
100454,50254,625,1,54397.72,0.0,54397.72
100455,50255,618,1,161.7,24.25,137.45
100456,50256,601,5,17813.81,0.0,89069.05
100457,50256,519,2,849.44,0.0,1698.88
100458,50257,631,1,1647.26,0.0,1647.26
100459,50257,732,1,3277.37,491.61,2785.76
100460,50258,527,1,43071.55,0.0,43071.55
100461,50258,794,1,482.29,0.0,482.29
100462,50258,591,1,9106.57,1821.31,7285.26
100463,50259,774,1,1776.67,0.0,1776.67
100464,50259,564,1,1265.51,0.0,1265.51
100465,50259,737,1,454.39,45.44,408.95
100466,50260,530,1,3414.81,0.0,3414.81
100467,50260,702,1,569.75,0.0,569.75
100468,50261,557,2,783.76,0.0,1567.52
100469,50262,771,2,1072.89,107.29,2038.49
100470,50263,767,2,2764.13,0.0,5528.26
100471,50263,682,3,707.75,0.0,2123.25
100472,50264,519,1,849.44,0.0,849.44
100473,50265,513,1,1399.58,0.0,1399.58
100474,50266,572,1,1098.59,0.0,1098.59
100475,50266,655,1,5152.69,0.0,5152.69
100476,50266,703,1,2609.04,0.0,2609.04
100477,50267,575,3,253.01,113.85,645.18
100478,50268,540,3,32834.15,0.0,98502.45
100479,50268,651,1,4691.47,938.29,3753.18
100480,50268,682,3,707.75,0.0,2123.25
100481,50269,788,1,8889.42,0.0,8889.42
100482,50270,736,1,6075.78,0.0,6075.78
100483,50270,678,1,37877.29,0.0,37877.29
100484,50270,668,1,1156.71,0.0,1156.71
100485,50271,579,1,17100.24,855.01,16245.23
100486,50271,694,2,1970.24,197.02,3743.46
100487,50272,613,1,11372.12,0.0,11372.12
100488,50273,719,1,15471.04,2320.66,13150.38
100489,50273,781,1,508.19,0.0,508.19
100490,50273,791,3,11369.6,0.0,34108.8
100491,50274,541,2,2124.38,424.88,3823.88
100492,50275,670,1,2118.7,105.94,2012.76
100493,50275,668,3,1156.71,0.0,3470.13
100494,50276,748,1,2116.96,317.54,1799.42
100495,50277,632,3,2338.49,0.0,7015.47
100496,50277,555,3,9558.13,0.0,28674.39
100497,50278,712,1,12089.2,0.0,12089.2
100498,50278,705,1,17197.08,0.0,17197.08
100499,50279,708,2,10297.58,0.0,20595.16
100500,50280,752,1,14566.93,1456.69,13110.24
100501,50280,703,1,2609.04,130.45,2478.59
100502,50280,610,1,26733.01,0.0,26733.01
100503,50281,505,1,5998.46,899.77,5098.69
100504,50281,577,4,795.1,318.04,2862.36
100505,50281,777,2,2061.3,0.0,4122.6
100506,50282,683,1,873.55,131.03,742.52
100507,50282,793,1,2448.49,0.0,2448.49
100508,50282,545,1,1464.92,292.98,1171.94
100509,50283,752,1,14566.93,0.0,14566.93
100510,50284,634,1,5262.27,526.23,4736.04
100511,50285,674,2,7676.03,767.6,14584.46
100512,50286,715,2,61205.17,0.0,122410.34
100513,50286,621,1,1304.44,65.22,1239.22
100514,50286,659,1,364.24,0.0,364.24
100515,50287,671,2,3564.48,0.0,7128.96
100516,50288,655,3,5152.69,772.9,14685.17
100517,50288,608,1,667.69,0.0,667.69
100518,50289,738,1,4031.99,403.2,3628.79
100519,50289,704,2,1165.72,116.57,2214.87
100520,50289,666,2,4195.88,1678.35,6713.41
100521,50290,548,1,8285.36,1657.07,6628.29
100522,50291,604,2,5835.32,583.53,11087.11
100523,50291,593,2,1214.64,242.93,2186.35
100524,50291,714,1,44813.18,0.0,44813.18
100525,50291,520,1,1736.99,173.7,1563.29
100526,50292,759,1,8304.75,1245.71,7059.04
100527,50292,641,10,3333.39,1666.7,31667.2
100528,50293,781,1,508.19,101.64,406.55
100529,50294,533,3,10801.02,1620.15,30782.91
100530,50294,743,1,892.31,0.0,892.31
100531,50294,714,1,44813.18,0.0,44813.18
100532,50294,738,1,4031.99,201.6,3830.39
100533,50295,772,1,6175.25,0.0,6175.25
100534,50296,641,4,3333.39,0.0,13333.56
100535,50296,775,3,3454.82,518.22,9846.24
100536,50296,780,2,3012.88,602.58,5423.18
100537,50297,648,3,1203.65,541.64,3069.31
100538,50297,560,1,407.29,20.36,386.93
100539,50298,626,4,236.68,0.0,946.72
100540,50299,713,3,5412.77,0.0,16238.31
100541,50299,583,1,9641.6,0.0,9641.6
100542,50300,563,5,5426.08,0.0,27130.4
100543,50300,502,1,15084.04,0.0,15084.04
100544,50300,623,2,2674.16,534.83,4813.49
100545,50300,534,1,46679.73,0.0,46679.73
100546,50300,639,2,5888.93,0.0,11777.86
100547,50301,629,2,717.69,215.31,1220.07
100548,50302,676,1,865.11,86.51,778.6
100549,50303,700,2,6725.93,0.0,13451.86
100550,50304,535,3,2114.96,951.73,5393.15
100551,50304,617,2,1324.53,0.0,2649.06
100552,50305,597,1,535.83,0.0,535.83
100553,50306,662,3,9986.23,0.0,29958.69
100554,50307,784,10,1641.14,820.57,15590.83
100555,50308,660,1,3268.31,0.0,3268.31
100556,50309,633,3,1617.01,970.21,3880.82
100557,50309,695,5,24310.04,0.0,121550.2
100558,50309,579,1,17100.24,855.01,16245.23
100559,50309,644,1,36167.51,0.0,36167.51
100560,50309,675,1,16586.98,0.0,16586.98
100561,50310,559,1,5502.85,0.0,5502.85
100562,50311,619,1,577.92,57.79,520.13
100563,50311,526,2,5568.93,1670.68,9467.18
100564,50311,642,1,6612.07,330.6,6281.47
100565,50312,707,2,626.29,0.0,1252.58
100566,50313,503,1,1376.24,0.0,1376.24
100567,50314,788,1,8889.42,0.0,8889.42
100568,50314,627,2,348.17,0.0,696.34
100569,50315,761,1,1440.57,0.0,1440.57
100570,50316,753,1,1068.74,0.0,1068.74
100571,50316,781,2,508.19,0.0,1016.38
100572,50316,622,1,2792.75,0.0,2792.75
100573,50317,564,1,1265.51,63.28,1202.23
100574,50317,716,1,1117.48,0.0,1117.48
100575,50318,798,1,3816.99,0.0,3816.99
100576,50318,562,10,1170.27,585.14,11117.56
100577,50318,628,2,6761.04,676.1,12845.98
100578,50319,557,3,783.76,0.0,2351.28
100579,50320,689,1,11449.91,0.0,11449.91
100580,50320,667,1,558.92,27.95,530.97
100581,50320,711,3,5931.42,0.0,17794.26
100582,50321,641,1,3333.39,0.0,3333.39
100583,50322,605,1,1048.97,0.0,1048.97
100584,50322,712,1,12089.2,0.0,12089.2
100585,50323,615,1,24337.83,1216.89,23120.94
100586,50324,569,1,46883.02,0.0,46883.02
100587,50325,557,1,783.76,0.0,783.76
