order_id,customer_id,store_id,order_date,order_status,shipping_amount,discount_total,payment_status
50036,2315.0,12,2024-07-27,Processing,0.0,0.0,Success
50037,1678.0,14,2025-12-03,Completed,0.0,0.0,Success
50038,1453.0,17,2025-02-28,Completed,0.0,0.0,Success
50039,2379.0,1,2026-03-04,Shipped,0.0,0.0,Success
50040,2743.0,1,2023-09-13,Completed,0.0,170.54,Success
50041,1977.0,9,2022-12-15,Returned,0.0,3256.65,Refunded
50042,1360.0,5,2024-02-17,Completed,0.0,162.43,Success
50043,2529.0,16,2026-05-23,Shipped,0.0,0.0,Success
50044,2788.0,1,2026-06-23,Completed,99.0,41.08,Success
50045,2413.0,12,2022-12-30,Completed,0.0,0.0,Success
50046,1621.0,1,2023-04-12,Completed,0.0,715.42,Success
50047,1405.0,1,2025-04-22,Completed,0.0,0.0,Success
50048,2816.0,4,2025-08-09,Completed,0.0,83.96,Success
50049,1542.0,17,2023-05-25,Completed,0.0,0.0,Success
50050,2830.0,20,2024-08-21,Completed,0.0,0.0,Success
50051,2307.0,11,2023-01-10,Completed,0.0,0.0,Success
50052,2087.0,5,2025-11-03,Completed,0.0,0.0,Success
50053,2357.0,1,2024-11-23,Returned,0.0,3867.31,Refunded
50054,1628.0,1,2023-12-26,Processing,99.0,0.0,Success
50055,2562.0,19,2022-04-24,Returned,0.0,549.29,Refunded
50056,2443.0,1,2025-09-17,Shipped,0.0,0.0,Success
50057,2143.0,8,2023-02-13,Shipped,0.0,0.0,Success
50058,1963.0,19,2022-04-05,Shipped,0.0,36.43,Success
50059,1122.0,1,2025-08-02,Completed,0.0,0.0,Success
50060,2689.0,1,2022-11-05,Completed,0.0,609.06,Success
50061,2674.0,1,2022-02-14,Completed,0.0,0.0,Success
50062,1523.0,9,2022-02-17,Completed,0.0,3094.21,Success
50063,1034.0,8,2022-03-07,Returned,0.0,0.0,Refunded
50064,1325.0,15,2022-06-29,Completed,0.0,115.87,Success
50065,1568.0,5,2026-02-22,Completed,0.0,0.0,Success
50066,2419.0,13,2024-06-04,Processing,0.0,469.15,Success
50067,1462.0,1,2022-11-05,Completed,99.0,57.84,Success
50068,2683.0,8,2023-12-28,Processing,0.0,0.0,Success
50069,2935.0,16,2026-05-16,Completed,0.0,0.0,Success
50070,1428.0,1,2022-12-01,Completed,0.0,0.0,Success
50071,2709.0,19,2022-02-22,Completed,0.0,2431.0,Success
50072,1256.0,1,2022-12-25,Completed,0.0,1085.22,Success
50073,1649.0,3,2023-03-07,Returned,0.0,1782.54,Refunded
50074,1739.0,19,2022-05-14,Completed,0.0,2224.62,Success
50075,1289.0,16,2022-12-30,Completed,0.0,0.0,Success
50076,2222.0,15,2026-02-24,Completed,0.0,0.0,Success
50077,2063.0,19,2026-02-28,Shipped,0.0,0.0,Success
50078,2724.0,1,2023-10-20,Completed,0.0,0.0,Success
50079,1835.0,1,2024-02-12,Shipped,0.0,0.0,Success
50080,2984.0,5,2024-04-30,Processing,0.0,0.0,Success
50081,1749.0,19,2025-09-30,Shipped,0.0,0.0,Success
50082,2930.0,1,2025-09-12,Completed,99.0,31.31,Success
50083,1514.0,1,2025-09-12,Completed,0.0,505.5,Success
50084,1768.0,11,2025-04-01,Shipped,0.0,800.66,Success
50085,1985.0,5,2023-12-06,Completed,0.0,327.74,Success
50086,1691.0,1,2023-01-17,Completed,0.0,18.22,Success
50087,2976.0,7,2022-07-13,Completed,0.0,39.19,Success
50088,1712.0,1,2024-06-12,Completed,0.0,830.48,Success
50089,1097.0,15,2024-01-13,Completed,0.0,222.23,Success
50090,2727.0,18,2026-01-06,Completed,0.0,46520.59,Success
50091,1154.0,1,2025-02-12,Completed,0.0,0.0,Success
50092,2685.0,1,2023-05-12,Completed,0.0,0.0,Success
50093,1464.0,19,2023-07-20,Completed,0.0,0.0,Success
50094,2377.0,1,2023-11-02,Completed,0.0,326.83,Success
50095,1476.0,11,2023-09-04,Processing,0.0,319.53,Success
50096,1782.0,16,2023-06-08,Completed,0.0,110.11,Success
50097,1597.0,1,2022-07-31,Completed,0.0,862.02,Success
50098,2307.0,1,2026-04-26,Completed,0.0,0.0,Success
50099,1027.0,1,2024-09-21,Completed,0.0,0.0,Success
50100,2149.0,9,2025-03-04,Completed,0.0,15994.76,Success
50101,1241.0,20,2023-05-04,Completed,0.0,0.0,Success
50102,2769.0,7,2024-03-27,Shipped,0.0,0.0,Success
50103,1845.0,15,2026-02-02,Completed,0.0,1070.63,Success
50104,2626.0,1,2025-02-17,Shipped,0.0,506.61,Success
50105,1721.0,9,2026-02-24,Shipped,0.0,0.0,Success
50106,1741.0,13,2022-12-12,Completed,0.0,0.0,Success
50107,1607.0,13,2025-01-07,Completed,0.0,176.75,Success
50108,2467.0,1,2023-12-26,Completed,0.0,567.14,Success
50109,1503.0,17,2024-06-20,Completed,0.0,1076.97,Success
50110,2717.0,4,2025-02-13,Completed,0.0,575.75,Success
50111,1536.0,12,2024-01-16,Shipped,0.0,270.81,Success
50112,2107.0,2,2025-11-20,Completed,0.0,69.63,Success
50113,2475.0,1,2025-12-08,Completed,0.0,2433.78,Success
50114,1133.0,19,2022-12-17,Completed,0.0,0.0,Success
50115,1131.0,11,2022-05-14,Returned,0.0,477.41,Refunded
50116,2006.0,4,2026-04-15,Cancelled,0.0,1930.17,Cancelled
50117,1246.0,14,2022-05-26,Completed,0.0,482.08,Success
50118,2330.0,18,2026-02-01,Completed,0.0,93.94,Success
50119,1835.0,2,2024-08-29,Completed,0.0,0.0,Success
50120,1517.0,6,2023-01-13,Completed,0.0,323.58,Success
50121,2540.0,1,2023-06-12,Completed,0.0,2137.47,Success
50122,1670.0,3,2022-02-26,Shipped,0.0,0.0,Success
50123,1199.0,17,2022-11-13,Completed,0.0,553.63,Success
50124,2963.0,14,2022-09-04,Shipped,0.0,310.09,Success
50125,1343.0,18,2024-10-16,Completed,0.0,623.34,Success
50126,1797.0,14,2022-08-27,Completed,0.0,0.0,Success
50127,2627.0,3,2024-01-04,Completed,0.0,276.41,Success
50128,1828.0,4,2022-06-18,Completed,0.0,126.65,Success
50129,2611.0,14,2026-04-28,Completed,0.0,0.0,Success
50130,2844.0,8,2022-12-22,Completed,0.0,228.96,Success
50131,2691.0,11,2024-06-07,Shipped,0.0,75.57,Success
50132,1454.0,12,2022-05-30,Shipped,0.0,0.0,Success
50133,2844.0,11,2023-08-18,Completed,0.0,2118.7,Success
50134,2880.0,16,2022-04-02,Completed,0.0,161.7,Success
50135,2872.0,1,2025-11-14,Completed,0.0,5573.72,Success
50136,2358.0,11,2022-05-25,Completed,0.0,0.0,Success
50137,1526.0,19,2026-01-04,Cancelled,0.0,345.48,Cancelled
50138,2814.0,17,2022-06-27,Completed,0.0,0.0,Success
50139,1229.0,1,2024-03-05,Completed,0.0,385.14,Success
50140,1431.0,12,2022-03-31,Completed,0.0,2552.77,Success
50141,2477.0,4,2024-06-21,Completed,0.0,0.0,Success
50142,1117.0,1,2022-05-14,Completed,0.0,0.0,Success
50143,2153.0,1,2024-03-04,Shipped,0.0,0.0,Success
50144,1041.0,10,2024-09-02,Cancelled,0.0,262.17,Cancelled
50145,1932.0,5,2022-11-10,Completed,0.0,20894.55,Success
50146,,1,2022-03-29,Completed,0.0,0.0,Success
50147,2810.0,3,2026-02-11,Completed,0.0,111.78,Success
50148,2844.0,5,2026-04-14,Shipped,0.0,0.0,Success
50149,2336.0,4,2026-05-06,Processing,0.0,0.0,Success
50150,1788.0,19,2024-06-03,Completed,0.0,14.5,Success
50151,2394.0,8,2022-11-16,Completed,0.0,0.0,Success
50152,2251.0,19,2025-06-08,Completed,0.0,327.22,Success
50153,2747.0,1,2024-01-01,Completed,0.0,0.0,Success
50154,1647.0,8,2024-07-03,Completed,0.0,0.0,Success
50155,2091.0,18,2024-04-19,Completed,0.0,9632.65,Success
50156,1912.0,1,2022-03-22,Completed,0.0,2431.0,Success
50157,2676.0,2,2024-06-22,Completed,0.0,642.6,Success
50158,2814.0,1,2022-06-24,Processing,0.0,448.66,Success
50159,2915.0,14,2025-10-01,Completed,0.0,1457.97,Success
50160,1347.0,2,2023-06-02,Completed,0.0,0.0,Success
50161,1342.0,1,2023-05-05,Shipped,0.0,0.0,Success
50162,2351.0,1,2025-02-03,Completed,0.0,0.0,Success
50163,1752.0,15,2026-05-25,Completed,0.0,0.0,Success
50164,2376.0,1,2025-09-26,Cancelled,0.0,827.27,Cancelled
50165,2481.0,1,2023-11-30,Processing,0.0,659.46,Success
50166,2255.0,1,2025-12-13,Completed,0.0,1732.34,Success
50167,2240.0,12,2024-08-18,Completed,0.0,0.0,Success
50168,2111.0,8,2023-01-23,Completed,0.0,0.0,Success
50169,2214.0,1,2024-04-24,Completed,0.0,0.0,Success
50170,1015.0,10,2025-10-31,Completed,0.0,7624.04,Success
50171,1025.0,20,2025-10-13,Completed,0.0,209.13,Success
50172,2024.0,1,2024-09-28,Completed,0.0,487.01,Success
50173,2945.0,1,2022-10-13,Shipped,99.0,0.0,Success
50174,1354.0,1,2023-01-12,Completed,0.0,0.0,Success
50175,1804.0,1,2025-01-30,Completed,99.0,55.85,Success
50176,2985.0,11,2023-12-25,Returned,0.0,419.59,Refunded
50177,2063.0,19,2023-03-20,Completed,0.0,0.0,Success
50178,2267.0,4,2022-09-07,Completed,0.0,4782.56,Success
50179,1916.0,2,2023-05-20,Completed,0.0,273.22,Success
50180,2847.0,20,2026-05-31,Completed,0.0,635.61,Success
50181,2296.0,8,2023-04-14,Shipped,0.0,4890.95,Success
50182,1304.0,9,2022-06-16,Completed,0.0,0.0,Success
50183,2577.0,1,2022-10-21,Completed,0.0,0.0,Success
50184,1644.0,9,2025-01-03,Completed,0.0,1526.92,Success
50185,2677.0,16,2023-09-03,Completed,0.0,69.98,Success
50186,1755.0,5,2022-10-30,Completed,0.0,290.02,Success
50187,1561.0,5,2023-02-10,Shipped,0.0,0.0,Success
50188,1108.0,17,2025-02-05,Completed,0.0,60.66,Success
50189,1811.0,1,2025-06-09,Processing,0.0,381.66,Success
50190,2048.0,1,2026-01-08,Shipped,0.0,0.0,Success
50191,1482.0,1,2024-01-08,Returned,0.0,0.0,Refunded
50192,1128.0,7,2025-08-07,Shipped,0.0,1827.17,Success
50193,1491.0,1,2025-10-31,Completed,99.0,0.0,Success
50194,2955.0,17,2024-10-22,Completed,0.0,260.9,Success
50195,2372.0,12,2024-04-29,Completed,0.0,0.0,Success
50196,2438.0,1,2024-01-24,Completed,0.0,174.86,Success
50197,1413.0,13,2023-06-09,Completed,0.0,263.11,Success
50198,1913.0,9,2025-08-27,Completed,0.0,776.05,Success
50199,2706.0,11,2023-03-15,Processing,0.0,1209.6,Success
50200,2699.0,1,2023-11-15,Completed,0.0,311.53,Success
50201,2812.0,1,2022-03-05,Completed,0.0,622.02,Success
50202,2795.0,2,2023-07-28,Completed,0.0,0.0,Success
50203,2905.0,19,2035-12-31,Cancelled,0.0,6386.69,Cancelled
50204,1933.0,17,2025-04-02,Completed,0.0,0.0,Success
50205,1314.0,1,2024-03-25,Completed,99.0,0.0,Success
50206,2182.0,18,2025-09-06,Completed,0.0,1613.26,Success
50207,1091.0,17,2024-06-10,Completed,0.0,400.33,Success
50208,1765.0,11,2024-01-31,Shipped,0.0,7575.46,Success
50209,2668.0,11,2024-10-09,Completed,0.0,0.0,Success
50210,2894.0,2,2024-08-13,Completed,0.0,4443.73,Success
50211,2296.0,16,2022-11-23,Processing,0.0,0.0,Success
50212,1213.0,8,2023-06-06,Cancelled,0.0,5924.97,Cancelled
50213,2072.0,10,2024-03-15,Completed,0.0,2271.01,Success
50214,2319.0,5,2025-11-22,Processing,0.0,27175.51,Success
50215,1296.0,18,2025-11-24,Returned,0.0,0.0,Refunded
50216,2949.0,15,2022-02-18,Completed,0.0,1031.63,Success
50217,1520.0,4,2022-09-01,Completed,0.0,0.0,Success
50218,1768.0,1,2024-05-27,Completed,0.0,2932.01,Success
50219,1719.0,19,2025-11-03,Completed,0.0,868.5,Success
50220,1517.0,7,2022-06-19,Completed,0.0,2431.0,Success
50221,2257.0,3,2035-12-31,Completed,0.0,565.05,Success
50222,2895.0,7,2026-01-23,Completed,0.0,0.0,Success
50223,1874.0,1,2022-11-14,Returned,99.0,0.0,Refunded
50224,2340.0,18,2026-05-02,Completed,0.0,1216.89,Success
50225,2462.0,4,2025-12-06,Cancelled,0.0,1481.24,Cancelled
50226,2017.0,2,2025-12-02,Completed,0.0,0.0,Success
50227,1134.0,1,2025-09-23,Completed,0.0,24478.97,Success
50228,1332.0,1,2023-01-18,Completed,0.0,0.0,Success
50229,2345.0,1,2024-04-26,Completed,0.0,0.0,Success
50230,1023.0,2,2024-11-10,Shipped,0.0,0.0,Success
50231,2886.0,1,2024-09-10,Shipped,0.0,0.0,Success
50232,2133.0,10,2025-01-13,Processing,0.0,0.0,Success
50233,2052.0,20,2022-05-29,Completed,0.0,0.0,Success
50234,1538.0,3,2026-03-21,Completed,0.0,1259.44,Success
50235,2260.0,19,2024-11-09,Processing,0.0,0.0,Success
50236,1136.0,8,2025-12-13,Processing,0.0,0.0,Success
50237,2653.0,20,2023-12-01,Completed,0.0,71.12,Success
50238,2424.0,8,2025-10-29,Completed,0.0,0.0,Success
50239,2294.0,1,2025-07-12,Completed,99.0,0.0,Success
50240,1491.0,8,2023-12-15,Returned,0.0,0.0,Refunded
50241,1869.0,11,2023-01-21,Shipped,0.0,0.0,Success
50242,2484.0,12,2023-08-20,Completed,0.0,51.95,Success
50243,1504.0,3,2026-01-08,Completed,0.0,3386.0,Success
50244,1007.0,1,2023-06-06,Cancelled,0.0,0.0,Cancelled
50245,1876.0,10,2024-09-29,Completed,0.0,0.0,Success
50246,2557.0,15,2022-04-22,Completed,0.0,0.0,Success
50247,2522.0,11,2023-02-24,Completed,0.0,2137.47,Success
50248,1452.0,9,2025-03-14,Shipped,0.0,767.0,Success
50249,2517.0,9,2023-07-07,Shipped,0.0,0.0,Success
50250,1340.0,17,2023-03-28,Completed,0.0,71.12,Success
50251,1438.0,1,2022-06-17,Completed,0.0,0.0,Success
50252,1779.0,1,2026-04-16,Completed,0.0,0.0,Success
50253,1159.0,9,2025-12-02,Completed,0.0,0.0,Success
50254,1510.0,12,2023-04-18,Completed,0.0,0.0,Success
50255,1894.0,12,2024-05-18,Completed,0.0,24.25,Success
50256,1324.0,1,2025-04-14,Completed,0.0,0.0,Success
50257,2261.0,12,2022-04-13,Completed,0.0,491.61,Success
50258,1839.0,1,2024-12-02,Completed,0.0,1821.31,Success
50259,1158.0,1,2022-07-27,Completed,0.0,45.44,Success
50260,1352.0,14,2024-11-17,Shipped,0.0,0.0,Success
50261,1753.0,8,2023-07-26,Completed,0.0,0.0,Success
50262,1087.0,1,2024-02-12,Completed,0.0,107.29,Success
50263,2109.0,12,2024-12-11,Completed,0.0,0.0,Success
50264,2919.0,3,2024-10-27,Processing,0.0,0.0,Success
50265,1612.0,1,2024-04-24,Completed,99.0,0.0,Success
50266,1892.0,14,2026-03-17,Completed,0.0,0.0,Success
50267,2808.0,1,2022-09-25,Completed,99.0,113.85,Success
50268,1109.0,2,2024-03-02,Processing,0.0,938.29,Success
50269,1636.0,18,2022-12-06,Completed,0.0,0.0,Success
50270,2068.0,2,2024-07-07,Completed,0.0,0.0,Success
50271,2365.0,14,2026-02-01,Shipped,0.0,1052.03,Success
50272,2561.0,18,2022-07-10,Completed,0.0,0.0,Success
50273,1857.0,8,2024-05-05,Shipped,0.0,2320.66,Success
50274,1136.0,1,2022-12-06,Cancelled,0.0,424.88,Cancelled
50275,2743.0,5,2023-06-13,Completed,0.0,105.94,Success
50276,2652.0,9,2023-05-18,Completed,0.0,317.54,Success
50277,2993.0,12,2024-04-08,Completed,0.0,0.0,Success
50278,2854.0,1,2022-07-21,Completed,0.0,0.0,Success
50279,2358.0,1,2023-10-05,Cancelled,0.0,0.0,Cancelled
50280,2921.0,2,2023-09-23,Completed,0.0,1587.14,Success
50281,1772.0,16,2022-07-26,Completed,0.0,1217.81,Success
50282,1966.0,1,2022-10-01,Completed,0.0,424.01,Success
50283,2683.0,18,2026-06-05,Completed,0.0,0.0,Success
50284,2078.0,1,2025-06-08,Completed,0.0,526.23,Success
50285,2017.0,9,2025-11-12,Completed,0.0,767.6,Success
50286,2950.0,6,2023-08-25,Completed,0.0,65.22,Success
50287,1221.0,20,2022-09-16,Completed,0.0,0.0,Success
50288,1892.0,3,2025-08-12,Completed,0.0,772.9,Success
50289,1101.0,1,2023-06-01,Completed,0.0,2198.12,Success
50290,2434.0,1,2026-05-24,Completed,0.0,1657.07,Success
50291,2811.0,1,2024-11-16,Completed,0.0,1000.16,Success
50292,1433.0,1,2025-10-25,Completed,0.0,2912.41,Success
50293,1891.0,14,2026-02-06,Shipped,0.0,101.64,Success
50294,1583.0,1,2024-04-14,Completed,0.0,1821.75,Success
50295,1470.0,11,2025-04-01,Completed,0.0,0.0,Success
50296,1814.0,1,2022-04-08,Returned,0.0,1120.8,Refunded
50297,1105.0,6,2025-04-03,Completed,0.0,562.0,Success
50298,2344.0,1,2025-11-04,Completed,99.0,0.0,Success
50299,2535.0,13,2022-12-13,Completed,0.0,0.0,Success
50300,2111.0,11,2025-08-01,Completed,0.0,534.83,Success
50301,2616.0,1,2022-12-28,Completed,99.0,215.31,Success
50302,2986.0,14,2022-06-26,Returned,0.0,86.51,Refunded
50303,1981.0,20,2026-03-31,Completed,0.0,0.0,Success
50304,2663.0,3,2022-12-10,Completed,0.0,951.73,Success
50305,1660.0,10,2023-02-12,Processing,0.0,0.0,Success
50306,1763.0,10,2024-05-01,Shipped,0.0,0.0,Success
50307,2067.0,8,2022-08-27,Completed,0.0,820.57,Success
50308,2280.0,15,2026-05-30,Processing,0.0,0.0,Success
50309,1219.0,1,2023-09-07,Completed,0.0,1825.22,Success
50310,1282.0,18,2025-05-19,Completed,0.0,0.0,Success
50311,2820.0,1,2025-03-26,Completed,0.0,2059.07,Success
50312,2415.0,7,2025-02-05,Completed,0.0,0.0,Success
50313,2348.0,1,2026-02-26,Completed,99.0,0.0,Success
50314,1740.0,3,2022-08-07,Completed,0.0,0.0,Success
50315,2664.0,1,2023-03-24,Shipped,99.0,0.0,Success
50316,2793.0,1,2026-06-16,Shipped,0.0,0.0,Success
50317,1843.0,18,2023-08-13,Completed,0.0,63.28,Success
50318,2530.0,1,2022-09-20,Completed,0.0,1261.24,Success
50319,1567.0,19,2025-03-22,Completed,0.0,0.0,Success
50320,1423.0,4,2022-10-29,Shipped,0.0,27.95,Success
50321,1386.0,17,2025-09-18,Completed,0.0,0.0,Success
50322,1325.0,1,2022-05-03,Shipped,0.0,0.0,Success
50323,2610.0,14,2022-05-14,Completed,0.0,1216.89,Success
50324,1977.0,19,2023-07-07,Completed,0.0,0.0,Success
50325,1449.0,20,2025-02-03,Completed,0.0,2094.02,Success
50326,2841.0,1,2023-05-16,Shipped,0.0,0.0,Success
50327,1306.0,19,2023-11-02,Shipped,0.0,0.0,Success
50328,1409.0,10,2025-10-03,Processing,0.0,0.0,Success
50329,1689.0,2,2026-04-04,Completed,0.0,0.0,Success
50330,1212.0,8,2022-10-08,Completed,0.0,8416.78,Success
50331,1440.0,1,2022-07-18,Completed,0.0,0.0,Success
50332,1922.0,17,2022-07-11,Completed,0.0,0.0,Success
50333,2529.0,10,2026-04-08,Completed,0.0,330.6,Success
50334,1014.0,18,2024-09-29,Shipped,0.0,0.0,Success
50335,1470.0,18,2023-07-23,Completed,0.0,1310.95,Success
50336,2367.0,1,2022-12-19,Processing,0.0,0.0,Success
50337,1272.0,1,2022-05-06,Completed,0.0,2344.15,Success
50338,1751.0,10,2026-04-08,Completed,0.0,0.0,Success
50339,1359.0,11,2024-05-10,Completed,0.0,1710.02,Success
50340,2946.0,18,2025-04-26,Processing,0.0,285.42,Success
50341,2581.0,16,2023-02-06,Completed,0.0,0.0,Success
50342,2632.0,12,2022-04-21,Completed,0.0,2780.52,Success
50343,2061.0,1,2023-04-20,Shipped,0.0,278.45,Success
50344,2104.0,7,2023-11-26,Completed,0.0,0.0,Success
50345,1876.0,6,2023-02-25,Completed,0.0,0.0,Success
50346,1566.0,20,2023-11-23,Completed,0.0,849.59,Success
50347,1202.0,4,2025-01-08,Completed,0.0,3526.82,Success
50348,2377.0,1,2024-10-29,Completed,0.0,0.0,Success
50349,1360.0,15,2023-08-15,Completed,0.0,0.0,Success
50350,1708.0,10,2022-07-01,Completed,0.0,0.0,Success
50351,1467.0,20,2024-01-27,Completed,0.0,0.0,Success
50352,2463.0,1,2024-08-20,Completed,0.0,593.14,Success
50353,1728.0,14,2022-02-04,Shipped,0.0,32.23,Success
50354,2139.0,18,2026-02-21,Completed,0.0,0.0,Success
50355,2471.0,14,2024-12-18,Completed,0.0,0.0,Success
50356,2268.0,11,2026-01-26,Completed,0.0,1703.26,Success
50357,2480.0,12,2024-12-18,Completed,0.0,107.65,Success
50358,2937.0,20,2024-03-09,Completed,0.0,1151.49,Success
50359,1174.0,5,2023-09-23,Completed,0.0,139.94,Success
50360,2877.0,18,2026-05-01,Completed,0.0,0.0,Success
50361,1565.0,1,2022-10-02,Completed,0.0,41.01,Success
50362,2697.0,7,2025-04-17,Completed,0.0,2036.65,Success
50363,1956.0,12,2026-06-01,Completed,0.0,0.0,Success
50364,2009.0,1,2024-04-09,Completed,0.0,1140.05,Success
50365,1018.0,1,2023-01-14,Completed,0.0,0.0,Success
50366,2126.0,1,2025-05-08,Completed,0.0,98.51,Success
50367,2494.0,1,2025-05-05,Completed,0.0,1566.12,Success
50368,2815.0,1,2023-09-30,Completed,0.0,0.0,Success
50369,1835.0,1,2026-01-20,Completed,0.0,0.0,Success
50370,1692.0,3,2022-07-08,Completed,0.0,0.0,Success
50371,2699.0,2,2022-02-13,Shipped,0.0,0.0,Success
50372,2064.0,12,2022-08-27,Shipped,0.0,384.17,Success
50373,2813.0,1,2024-03-10,Completed,0.0,464.58,Success
50374,2573.0,1,2023-11-29,Completed,0.0,5508.99,Success
50375,1432.0,20,2023-06-25,Completed,0.0,0.0,Success
50376,1835.0,1,2023-04-24,Completed,0.0,0.0,Success
50377,1755.0,20,2025-04-04,Shipped,0.0,9733.18,Success
50378,2174.0,10,2025-07-05,Completed,0.0,1538.28,Success
50379,2559.0,20,2024-07-23,Completed,0.0,0.0,Success
50380,2158.0,1,2022-02-13,Shipped,0.0,2143.03,Success
50381,2155.0,8,2022-04-23,Completed,0.0,274.28,Success
50382,1906.0,1,2023-03-19,Completed,0.0,300.13,Success
50383,1007.0,17,2024-04-14,Processing,0.0,0.0,Success
50384,1062.0,7,2026-05-25,Completed,0.0,916.69,Success
50385,1775.0,1,2025-07-14,Completed,0.0,4161.4,Success
50386,1690.0,20,2026-03-17,Completed,0.0,3749.64,Success
50387,2965.0,1,2026-03-21,Completed,0.0,0.0,Success
50388,1113.0,1,2026-04-13,Completed,0.0,348.47,Success
50389,2986.0,15,2022-02-22,Completed,0.0,53.64,Success
50390,2290.0,9,2026-02-19,Completed,0.0,0.0,Success
50391,2315.0,3,2022-10-22,Completed,0.0,5425.13,Success
50392,2227.0,1,2022-11-29,Completed,0.0,4480.88,Success
50393,2158.0,12,2025-05-17,Completed,0.0,0.0,Success
50394,1644.0,2,2022-12-17,Completed,0.0,6554.24,Success
50395,1449.0,13,2023-05-03,Processing,0.0,2542.55,Success
50396,1098.0,1,2024-03-21,Completed,0.0,0.0,Success
50397,1926.0,1,2023-05-28,Processing,0.0,0.0,Success
50398,2620.0,6,2024-11-17,Completed,0.0,830.83,Success
50399,2681.0,8,2023-01-09,Completed,0.0,0.0,Success
50400,1697.0,13,2024-10-03,Shipped,0.0,1306.59,Success
50401,1236.0,16,2022-12-29,Completed,0.0,4798.78,Success
50402,1825.0,16,2024-10-13,Completed,0.0,0.0,Success
50403,2108.0,1,2025-09-11,Processing,0.0,0.0,Success
50404,2789.0,11,2022-01-31,Shipped,0.0,0.0,Success
50405,2920.0,1,2025-03-14,Completed,0.0,0.0,Success
50406,2110.0,1,2025-01-24,Processing,0.0,344.09,Success
50407,1267.0,1,2025-05-25,Completed,0.0,6.66,Success
50408,1938.0,19,2026-03-19,Cancelled,0.0,0.0,Cancelled
50409,2345.0,1,2025-06-14,Completed,0.0,0.0,Success
50410,2994.0,5,2025-06-04,Completed,0.0,0.0,Success
50411,2019.0,12,2022-11-12,Processing,0.0,0.0,Success
50412,2620.0,10,2023-10-14,Completed,0.0,383.83,Success
50413,2425.0,1,2022-03-03,Completed,0.0,0.0,Success
50414,2746.0,2,2023-05-30,Completed,0.0,0.0,Success
50415,2299.0,19,2025-10-31,Completed,0.0,0.0,Success
50416,1212.0,1,2022-12-03,Completed,0.0,0.0,Success
50417,1344.0,20,2022-12-18,Completed,0.0,3029.68,Success
50418,2147.0,12,2024-01-27,Completed,0.0,153.95,Success
50419,2287.0,9,2025-10-15,Processing,0.0,934.43,Success
50420,2718.0,2,2024-03-18,Completed,0.0,159.77,Success
50421,1444.0,13,2024-01-20,Completed,0.0,6120.52,Success
50422,1488.0,15,2024-07-05,Processing,0.0,0.0,Success
50423,1224.0,1,2026-04-26,Shipped,99.0,0.0,Success
50424,2426.0,9,2024-08-26,Completed,0.0,0.0,Success
50425,2571.0,1,2022-11-30,Processing,0.0,2535.72,Success
50426,2447.0,1,2023-11-22,Returned,0.0,1742.02,Refunded
50427,2029.0,1,2025-06-12,Cancelled,0.0,1113.84,Cancelled
